,Date,Player,Pts
645,2020-12-26,"Robinson,Glenn",8
646,2020-12-26,"Whiteside,Hassan",8
647,2020-12-27,"Richardson,Josh",21
648,2020-12-27,"Dončić,Luka",24
649,2020-12-27,"Hardaway,Tim",18
650,2020-12-27,"Finney-Smith,Dorian",8
651,2020-12-27,"Powell,Dwight",4
652,2020-12-27,"Johnson,James",5
653,2020-12-27,"Cauley-Stein,Willie",9
654,2020-12-27,"Burke,Trey",5
655,2020-12-27,"Kleber,Maxi",5
656,2020-12-27,"Brunson,Jalen",11
657,2020-12-27,"Iwundu,Wesley",6
658,2020-12-27,"Green,Josh",4
659,2020-12-27,"Marjanović,Boban",4
660,2020-12-27,"Terry,Tyrell",0
661,2020-12-27,"Kennard,Luke",7
662,2020-12-27,"George,Paul",15
663,2020-12-27,"Beverley,Patrick",2
664,2020-12-27,"Batum,Nicolas",4
665,2020-12-27,"Ibaka,Serge",13
666,2020-12-27,"Mann,Terance",4
667,2020-12-27,"Jackson,Reggie",8
668,2020-12-27,"Coffey,Amir",1
669,2020-12-27,"Zubac,Ivica",10
670,2020-12-27,"Kabengele,Mfiondu",5
671,2020-12-27,"Oturu,Daniel",4
672,2020-12-27,"Williams,Lou",0
673,2020-12-27,"Patterson,Patrick",0
674,2020-12-27,"Walker,Lonnie",16
675,2020-12-27,"DeRozan,DeMar",8
676,2020-12-27,"Murray,Dejounte",13
677,2020-12-27,"Johnson,Keldon",14
678,2020-12-27,"Aldridge,LaMarcus",4
679,2020-12-27,"Gay,Rudy",22
680,2020-12-27,"Poeltl,Jakob",8
681,2020-12-27,"Mills,Patty",10
682,2020-12-27,"Vassell,Devin",0
683,2020-12-27,"Lyles,Trey",0
684,2020-12-27,"Williamson,Zion",18
685,2020-12-27,"Ball,Lonzo",16
686,2020-12-27,"Ingram,Brandon",28
687,2020-12-27,"Adams,Steven",8
688,2020-12-27,"Bledsoe,Eric",7
689,2020-12-27,"Hart,Josh",12
690,2020-12-27,"Redick,J.J.",3
691,2020-12-27,"Hayes,Jaxson",6
692,2020-12-27,"Fultz,Markelle",26
693,2020-12-27,"Vučević,Nikola",15
694,2020-12-27,"Fournier,Evan",19
695,2020-12-27,"Gordon,Aaron",4
696,2020-12-27,"Bacon,Dwayne",6
697,2020-12-27,"Ross,Terrence",26
698,2020-12-27,"Carter-Williams,Michael",6
699,2020-12-27,"Birch,Khem",6
700,2020-12-27,"Anthony,Cole",12
701,2020-12-27,"Okeke,Chuma",0
702,2020-12-27,"Clark,Gary",0
703,2020-12-27,"Beal,Bradley",29
704,2020-12-27,"Avdija,Deni",9
705,2020-12-27,"Bryant,Thomas",16
706,2020-12-27,"Neto,Raul",22
707,2020-12-27,"Bonga,Isaac",6
708,2020-12-27,"Brown,Troy",12
709,2020-12-27,"Bertāns,Dāvis",5
710,2020-12-27,"Smith,Ish",4
711,2020-12-27,"Lopez,Robin",8
712,2020-12-27,"Robinson,Jerome",2
713,2020-12-27,"Durant,Kevin",29
714,2020-12-27,"Irving,Kyrie",25
715,2020-12-27,"Harris,Joe",13
716,2020-12-27,"Jordan,DeAndre",1
717,2020-12-27,"Dinwiddie,Spencer",5
718,2020-12-27,"LeVert,Caris",10
719,2020-12-27,"Allen,Jarrett",8
720,2020-12-27,"Shamet,Landry",0
721,2020-12-27,"Green,Jeff",0
722,2020-12-27,"Luwawu-Cabarrot,Timothé",11
723,2020-12-27,"Prince,Taurean",2
724,2020-12-27,"Hayward,Gordon",28
725,2020-12-27,"Graham,Devonte'",13
726,2020-12-27,"Washington,P.J.",14
727,2020-12-27,"Rozier,Terry",19
728,2020-12-27,"Biyombo,Bismack",12
729,2020-12-27,"Bridges,Miles",10
730,2020-12-27,"Ball,LaMelo",6
731,2020-12-27,"Martin,Cody",4
732,2020-12-27,"Martin,Caleb",0
733,2020-12-27,"McDaniels,Jalen",0
734,2020-12-27,"Simmons,Ben",15
735,2020-12-27,"Harris,Tobias",16
736,2020-12-27,"Curry,Seth",8
737,2020-12-27,"Green,Danny",4
738,2020-12-27,"Howard,Dwight",9
739,2020-12-27,"Milton,Shake",6
740,2020-12-27,"Maxey,Tyrese",6
741,2020-12-27,"Scott,Mike",12
742,2020-12-27,"Bradley,Tony",4
743,2020-12-27,"Korkmaz,Furkan",4
744,2020-12-27,"Thybulle,Matisse",0
745,2020-12-27,"Mathias,Dakota",8
746,2020-12-27,"Joe,Isaiah",2
747,2020-12-27,"Ferguson,Terrance",0
748,2020-12-27,"Nance,Larry",13
749,2020-12-27,"Sexton,Collin",22
750,2020-12-27,"Garland,Darius",14
751,2020-12-27,"Drummond,Andre",24
752,2020-12-27,"Love,Kevin",4
753,2020-12-27,"Exum,Dante",6
754,2020-12-27,"Osman,Cedi",14
755,2020-12-27,"Dotson,Damyean",5
756,2020-12-27,"McGee,JaVale",7
757,2020-12-27,"Wade,Dean",3
758,2020-12-27,"Bolden,Marques",2
759,2020-12-27,"Maker,Thon",2
760,2020-12-27,"Stevens,Lamar",2
761,2020-12-27,"Middleton,Khris",22
762,2020-12-27,"Antetokounmpo,Giannis",27
763,2020-12-27,"Holiday,Jrue",8
764,2020-12-27,"DiVincenzo,Donte",10
765,2020-12-27,"Lopez,Brook",6
766,2020-12-27,"Portis,Bobby",17
767,2020-12-27,"Forbes,Bryn",1
768,2020-12-27,"Connaughton,Pat",4
769,2020-12-27,"Augustin,D.J.",2
770,2020-12-27,"Nwora,Jordan",9
771,2020-12-27,"Merrill,Sam",3
772,2020-12-27,"Wilson,D.J.",1
773,2020-12-27,"Antetokounmpo,Thanasis",0
774,2020-12-27,"Craig,Torrey",0
775,2020-12-27,"Barrett,RJ",17
776,2020-12-27,"Randle,Julius",29
777,2020-12-27,"Robinson,Mitchell",9
778,2020-12-27,"Payton,Elfrid",27
779,2020-12-27,"Bullock,Reggie",7
780,2020-12-27,"Knox,Kevin",7
781,2020-12-27,"Burks,Alec",18
782,2020-12-27,"Ntilikina,Frank",12
783,2020-12-27,"Noel,Nerlens",2
784,2020-12-27,"Harper,Jared",0
785,2020-12-27,"Pinson,Theo",0
786,2020-12-27,"Brazdeikis,Ignas",2
787,2020-12-27,"Tatum,Jayson",25
788,2020-12-27,"Brown,Jaylen",18
789,2020-12-27,"Smart,Marcus",11
790,2020-12-27,"Thompson,Tristan",7
791,2020-12-27,"Theis,Daniel",4
792,2020-12-27,"Pritchard,Payton",13
793,2020-12-27,"Williams,Grant",6
794,2020-12-27,"Teague,Jeff",9
795,2020-12-27,"Williams,Robert",12
796,2020-12-27,"Ojeleye,Semi",2
797,2020-12-27,"Sabonis,Domantas",19
798,2020-12-27,"Warren,T.J.",17
799,2020-12-27,"Brogdon,Malcolm",25
800,2020-12-27,"Turner,Myles",10
801,2020-12-27,"Holiday,Aaron",6
802,2020-12-27,"Holiday,Justin",13
803,2020-12-27,"McDermott,Doug",16
804,2020-12-27,"McConnell,T.J.",2
805,2020-12-27,"Curry,Stephen",36
806,2020-12-27,"Wiggins,Andrew",19
807,2020-12-27,"Oubre,Kelly",8
808,2020-12-27,"Wiseman,James",7
809,2020-12-27,"Toscano-Anderson,Juan",5
810,2020-12-27,"Lee,Damion",12
811,2020-12-27,"Paschall,Eric",15
812,2020-12-27,"Looney,Kevon",8
813,2020-12-27,"Wanamaker,Brad",2
814,2020-12-27,"Poole,Jordan",10
815,2020-12-27,"Mulder,Mychal",7
816,2020-12-27,"White,Coby",20
817,2020-12-27,"LaVine,Zach",33
818,2020-12-27,"Carter,Wendell",22
819,2020-12-27,"Markkanen,Lauri",23
820,2020-12-27,"Williams,Patrick",6
821,2020-12-27,"Satoranský,Tomáš",3
822,2020-12-27,"Porter,Otto",12
823,2020-12-27,"Temple,Garrett",2
824,2020-12-27,"Hutchison,Chandler",7
825,2020-12-27,"Bridges,Mikal",22
826,2020-12-27,"Booker,Devin",20
827,2020-12-27,"Ayton,Deandre",11
828,2020-12-27,"Paul,Chris",8
829,2020-12-27,"Crowder,Jae",2
830,2020-12-27,"Johnson,Cameron",21
831,2020-12-27,"Payne,Cameron",7
832,2020-12-27,"Kaminsky,Frank",11
833,2020-12-27,"Galloway,Langston",9
834,2020-12-27,"Carter,Jevon",5
835,2020-12-27,"Alexander,Ty-Shon",0
836,2020-12-27,"Jones,Damian",0
837,2020-12-27,"Hield,Buddy",17
838,2020-12-27,"Barnes,Harrison",10
839,2020-12-27,"Bagley,Marvin",11
840,2020-12-27,"Fox,De'Aaron",12
841,2020-12-27,"Holmes,Richaun",8
842,2020-12-27,"Haliburton,Tyrese",15
843,2020-12-27,"Joseph,Cory",9
844,2020-12-27,"Robinson,Glenn",0
845,2020-12-27,"Bjelica,Nemanja",3
846,2020-12-27,"Whiteside,Hassan",6
847,2020-12-27,"Guy,Kyle",5
848,2020-12-27,"Woodard,Robert",2
849,2020-12-27,"Ramsey,Jahmi'us",2
850,2020-12-27,"James,Justin",0
851,2020-12-27,"Reid,Naz",11
852,2020-12-27,"Beasley,Malik",8
853,2020-12-27,"Russell,D'Angelo",4
854,2020-12-27,"Layman,Jake",10
855,2020-12-27,"Okogie,Josh",4
856,2020-12-27,"Culver,Jarrett",8
857,2020-12-27,"Edwards,Anthony",15
858,2020-12-27,"Rubio,Ricky",9
859,2020-12-27,"McLaughlin,Jordan",4
860,2020-12-27,"Vanderbilt,Jarred",2
861,2020-12-27,"Hernangómez,Juan",6
862,2020-12-27,"Davis,Ed",4
863,2020-12-27,"McDaniels,Jaden",6
864,2020-12-27,"Kuzma,Kyle",20
865,2020-12-27,"James,LeBron",18
866,2020-12-27,"Schröder,Dennis",11
867,2020-12-27,"Caldwell-Pope,Kentavious",8
868,2020-12-27,"Gasol,Marc",12
869,2020-12-27,"Horton-Tucker,Talen",12
870,2020-12-27,"Harrell,Montrezl",12
871,2020-12-27,"Matthews,Wesley",4
872,2020-12-27,"Morris,Markieff",7
873,2020-12-27,"Caruso,Alex",7
874,2020-12-27,"Cook,Quinn",5
875,2020-12-27,"McKinnie,Alfonzo",8
876,2020-12-27,"Dudley,Jared",3
877,2020-12-27,"Antetokounmpo,Kostas",0
878,2020-12-28,"Valančiūnas,Jonas",14
879,2020-12-28,"Anderson,Kyle",28
880,2020-12-28,"Brooks,Dillon",24
881,2020-12-28,"Allen,Grayson",3
882,2020-12-28,"Morant,Ja",7
883,2020-12-28,"Jones,Tyus",9
884,2020-12-28,"Clarke,Brandon",16
885,2020-12-28,"Bane,Desmond",6
886,2020-12-28,"Konchar,John",2
887,2020-12-28,"Dieng,Gorgui",7
888,2020-12-28,"Harris,Joe",14
889,2020-12-28,"Luwawu-Cabarrot,Timothé",21
890,2020-12-28,"LeVert,Caris",28
891,2020-12-28,"Jordan,DeAndre",4
892,2020-12-28,"Prince,Taurean",9
893,2020-12-28,"Chiozza,Chris",14
894,2020-12-28,"Shamet,Landry",5
895,2020-12-28,"Green,Jeff",8
896,2020-12-28,"Allen,Jarrett",8
897,2020-12-28,"Grant,Jerami",27
898,2020-12-28,"Plumlee,Mason",9
899,2020-12-28,"Bey,Saddiq",10
900,2020-12-28,"Hayes,Killian",10
901,2020-12-28,"Jackson,Josh",27
902,2020-12-28,"Wright,Delon",18
903,2020-12-28,"Ellington,Wayne",11
904,2020-12-28,"Stewart,Isaiah",2
905,2020-12-28,"Mykhailiuk,Svi",4
906,2020-12-28,"Doumbouya,Sekou",2
907,2020-12-28,"Young,Trae",29
908,2020-12-28,"Hunter,De'Andre",11
909,2020-12-28,"Reddish,Cam",11
910,2020-12-28,"Collins,John",15
911,2020-12-28,"Capela,Clint",7
912,2020-12-28,"Bogdanović,Bogdan",17
913,2020-12-28,"Huerter,Kevin",9
914,2020-12-28,"Hill,Solomon",12
915,2020-12-28,"Rondo,Rajon",12
916,2020-12-28,"Fernando,Bruno",5
917,2020-12-28,"Gobert,Rudy",12
918,2020-12-28,"Mitchell,Donovan",20
919,2020-12-28,"Bogdanović,Bojan",23
920,2020-12-28,"O'Neale,Royce",9
921,2020-12-28,"Conley,Mike",20
922,2020-12-28,"Clarkson,Jordan",16
923,2020-12-28,"Ingles,Joe",4
924,2020-12-28,"Favors,Derrick",6
925,2020-12-28,"Niang,Georges",0
926,2020-12-28,"Oni,Miye",0
927,2020-12-28,"Gilgeous-Alexander,Shai",23
928,2020-12-28,"Bazley,Darius",9
929,2020-12-28,"Dort,Luguentz",26
930,2020-12-28,"Horford,Al",11
931,2020-12-28,"Hill,George",14
932,2020-12-28,"Diallo,Hamidou",7
933,2020-12-28,"Maledon,Théo",6
934,2020-12-28,"Muscala,Mike",9
935,2020-12-28,"Pokusevski,Aleksej",0
936,2020-12-28,"Williams,Kenrich",4
937,2020-12-28,"Wood,Christian",23
938,2020-12-28,"Nwaba,David",14
939,2020-12-28,"Harden,James",34
940,2020-12-28,"House,Danuel",3
941,2020-12-28,"Tucker,P.J.",9
942,2020-12-28,"Brown,Sterling",12
943,2020-12-28,"Tate,Jae'Sean",5
944,2020-12-28,"Caboclo,Bruno",6
945,2020-12-28,"Thomas,Brodric",5
946,2020-12-28,"Jokić,Nikola",19
947,2020-12-28,"Murray,Jamal",21
948,2020-12-28,"Harris,Gary",14
949,2020-12-28,"Millsap,Paul",19
950,2020-12-28,"Porter,Michael",14
951,2020-12-28,"Morris,Monte",12
952,2020-12-28,"Barton,Will",11
953,2020-12-28,"Dozier,PJ",3
954,2020-12-28,"Hartenstein,Isaiah",5
955,2020-12-28,"Campazzo,Facundo",4
956,2020-12-28,"Bol,Bol",0
957,2020-12-28,"Hampton,R.J.",2
958,2020-12-28,"Nnaji,Zeke",0
959,2020-12-28,"Čančar,Vlatko",0
960,2020-12-28,"Covington,Robert",4
961,2020-12-28,"McCollum,CJ",20
962,2020-12-28,"Jones,Derrick",5
963,2020-12-28,"Lillard,Damian",31
964,2020-12-28,"Nurkić,Jusuf",10
965,2020-12-28,"Trent,Gary",28
966,2020-12-28,"Kanter,Enes",12
967,2020-12-28,"Hood,Rodney",5
968,2020-12-28,"Simons,Anfernee",0
969,2020-12-28,"Davis,Anthony",13
970,2020-12-28,"Schröder,Dennis",24
971,2020-12-28,"James,LeBron",29
972,2020-12-28,"Caldwell-Pope,Kentavious",14
973,2020-12-28,"Gasol,Marc",4
974,2020-12-28,"Harrell,Montrezl",9
975,2020-12-28,"Kuzma,Kyle",6
976,2020-12-28,"Matthews,Wesley",2
977,2020-12-28,"Horton-Tucker,Talen",6
978,2020-12-28,"Morris,Markieff",0
979,2020-12-29,"Randle,Julius",28
980,2020-12-29,"Bullock,Reggie",17
981,2020-12-29,"Barrett,RJ",12
982,2020-12-29,"Payton,Elfrid",14
983,2020-12-29,"Robinson,Mitchell",9
984,2020-12-29,"Noel,Nerlens",4
985,2020-12-29,"Knox,Kevin",6
986,2020-12-29,"Ntilikina,Frank",5
987,2020-12-29,"Nance,Larry",9
988,2020-12-29,"Sexton,Collin",20
989,2020-12-29,"Garland,Darius",17
990,2020-12-29,"Drummond,Andre",18
991,2020-12-29,"Osman,Cedi",6
992,2020-12-29,"Dotson,Damyean",5
993,2020-12-29,"McGee,JaVale",11
994,2020-12-29,"Exum,Dante",0
995,2020-12-29,"Wade,Dean",0
996,2020-12-29,"Wiggins,Andrew",27
997,2020-12-29,"Curry,Stephen",31
998,2020-12-29,"Oubre,Kelly",14
999,2020-12-29,"Toscano-Anderson,Juan",5
1000,2020-12-29,"Wiseman,James",6
1001,2020-12-29,"Looney,Kevon",2
1002,2020-12-29,"Lee,Damion",8
1003,2020-12-29,"Wanamaker,Brad",9
1004,2020-12-29,"Paschall,Eric",10
1005,2020-12-29,"Mulder,Mychal",2
1006,2020-12-29,"Poole,Jordan",2
1007,2020-12-29,"Grant,Jerami",27
1008,2020-12-29,"Jackson,Josh",17
1009,2020-12-29,"Plumlee,Mason",2
1010,2020-12-29,"Griffin,Blake",8
1011,2020-12-29,"Hayes,Killian",0
1012,2020-12-29,"Wright,Delon",5
1013,2020-12-29,"Rose,Derrick",15
1014,2020-12-29,"Stewart,Isaiah",6
1015,2020-12-29,"Bey,Saddiq",11
1016,2020-12-29,"Mykhailiuk,Svi",6
1017,2020-12-29,"Doumbouya,Sekou",9
1018,2020-12-29,"Tatum,Jayson",27
1019,2020-12-29,"Brown,Jaylen",20
1020,2020-12-29,"Smart,Marcus",17
1021,2020-12-29,"Thompson,Tristan",14
1022,2020-12-29,"Theis,Daniel",4
1023,2020-12-29,"Pritchard,Payton",10
1024,2020-12-29,"Green,Javonte",7
1025,2020-12-29,"Teague,Jeff",6
1026,2020-12-29,"Williams,Robert",8
1027,2020-12-29,"Williams,Grant",3
1028,2020-12-29,"Sabonis,Domantas",14
1029,2020-12-29,"Brogdon,Malcolm",19
1030,2020-12-29,"Oladipo,Victor",24
1031,2020-12-29,"Turner,Myles",16
1032,2020-12-29,"Warren,T.J.",17
1033,2020-12-29,"Holiday,Justin",12
1034,2020-12-29,"McDermott,Doug",2
1035,2020-12-29,"Holiday,Aaron",5
1036,2020-12-29,"McConnell,T.J.",2
1037,2020-12-29,"LaVine,Zach",23
1038,2020-12-29,"White,Coby",18
1039,2020-12-29,"Carter,Wendell",10
1040,2020-12-29,"Williams,Patrick",12
1041,2020-12-29,"Markkanen,Lauri",9
1042,2020-12-29,"Porter,Otto",16
1043,2020-12-29,"Temple,Garrett",12
1044,2020-12-29,"Satoranský,Tomáš",10
1045,2020-12-29,"Gafford,Daniel",3
1046,2020-12-29,"Hutchison,Chandler",2
1047,2020-12-29,"Westbrook,Russell",21
1048,2020-12-29,"Beal,Bradley",29
1049,2020-12-29,"Bryant,Thomas",13
1050,2020-12-29,"Avdija,Deni",9
1051,2020-12-29,"Bonga,Isaac",0
1052,2020-12-29,"Bertāns,Dāvis",20
1053,2020-12-29,"Smith,Ish",4
1054,2020-12-29,"Neto,Raul",2
1055,2020-12-29,"Lopez,Robin",6
1056,2020-12-29,"Brown,Troy",0
1057,2020-12-29,"Gill,Anthony",3
1058,2020-12-29,"Mathews,Garrison",0
1059,2020-12-29,"Lowry,Kyle",24
1060,2020-12-29,"VanVleet,Fred",8
1061,2020-12-29,"Anunoby,OG",20
1062,2020-12-29,"Siakam,Pascal",20
1063,2020-12-29,"Baynes,Aron",2
1064,2020-12-29,"Johnson,Stanley",7
1065,2020-12-29,"Len,Alex",2
1066,2020-12-29,"Powell,Norman",6
1067,2020-12-29,"Thomas,Matt",4
1068,2020-12-29,"Boucher,Chris",0
1069,2020-12-29,"Embiid,Joel",29
1070,2020-12-29,"Harris,Tobias",26
1071,2020-12-29,"Simmons,Ben",11
1072,2020-12-29,"Curry,Seth",17
1073,2020-12-29,"Green,Danny",7
1074,2020-12-29,"Milton,Shake",7
1075,2020-12-29,"Thybulle,Matisse",0
1076,2020-12-29,"Scott,Mike",3
1077,2020-12-29,"Howard,Dwight",0
1078,2020-12-29,"Maxey,Tyrese",0
1079,2020-12-29,"Holiday,Jrue",24
1080,2020-12-29,"Middleton,Khris",25
1081,2020-12-29,"Antetokounmpo,Giannis",9
1082,2020-12-29,"DiVincenzo,Donte",17
1083,2020-12-29,"Lopez,Brook",14
1084,2020-12-29,"Portis,Bobby",11
1085,2020-12-29,"Augustin,D.J.",10
1086,2020-12-29,"Antetokounmpo,Thanasis",5
1087,2020-12-29,"Forbes,Bryn",12
1088,2020-12-29,"Connaughton,Pat",3
1089,2020-12-29,"Nwora,Jordan",8
1090,2020-12-29,"Wilson,D.J.",3
1091,2020-12-29,"Merrill,Sam",3
1092,2020-12-29,"Herro,Tyler",23
1093,2020-12-29,"Adebayo,Bam",12
1094,2020-12-29,"Robinson,Duncan",4
1095,2020-12-29,"Harkless,Maurice",0
1096,2020-12-29,"Leonard,Meyers",0
1097,2020-12-29,"Nunn,Kendrick",15
1098,2020-12-29,"Okpala,KZ",3
1099,2020-12-29,"Olynyk,Kelly",5
1100,2020-12-29,"Bradley,Avery",14
1101,2020-12-29,"Achiuwa,Precious",10
1102,2020-12-29,"Strus,Max",7
1103,2020-12-29,"Dragić,Goran",2
1104,2020-12-29,"Silva,Chris",2
1105,2020-12-29,"Vučević,Nikola",28
1106,2020-12-29,"Fournier,Evan",14
1107,2020-12-29,"Fultz,Markelle",11
1108,2020-12-29,"Bacon,Dwayne",18
1109,2020-12-29,"Gordon,Aaron",12
1110,2020-12-29,"Ross,Terrence",14
1111,2020-12-29,"Carter-Williams,Michael",4
1112,2020-12-29,"Okeke,Chuma",3
1113,2020-12-29,"Anthony,Cole",7
1114,2020-12-29,"Birch,Khem",7
1115,2020-12-29,"Gilgeous-Alexander,Shai",23
1116,2020-12-29,"Jackson,Justin",8
1117,2020-12-29,"Dort,Luguentz",15
1118,2020-12-29,"Bazley,Darius",6
1119,2020-12-29,"Roby,Isaiah",19
1120,2020-12-29,"Diallo,Hamidou",13
1121,2020-12-29,"Maledon,Théo",7
1122,2020-12-29,"Muscala,Mike",14
1123,2020-12-29,"Pokusevski,Aleksej",2
1124,2020-12-29,"Williams,Kenrich",0
1125,2020-12-29,"Hall,Josh",0
1126,2020-12-29,"Williamson,Zion",20
1127,2020-12-29,"Ingram,Brandon",13
1128,2020-12-29,"Bledsoe,Eric",7
1129,2020-12-29,"Adams,Steven",11
1130,2020-12-29,"Ball,Lonzo",7
1131,2020-12-29,"Hart,Josh",3
1132,2020-12-29,"Alexander-Walker,Nickeil",11
1133,2020-12-29,"Redick,J.J.",2
1134,2020-12-29,"Melli,Nicolò",5
1135,2020-12-29,"Hayes,Jaxson",0
1136,2020-12-29,"Lewis,Kira",4
1137,2020-12-29,"Thornwell,Sindarius",2
1138,2020-12-29,"Hernangómez,Willy",1
1139,2020-12-29,"Bridges,Mikal",13
1140,2020-12-29,"Ayton,Deandre",13
1141,2020-12-29,"Booker,Devin",8
1142,2020-12-29,"Paul,Chris",9
1143,2020-12-29,"Crowder,Jae",21
1144,2020-12-29,"Payne,Cameron",13
1145,2020-12-29,"Johnson,Cameron",18
1146,2020-12-29,"Carter,Jevon",0
1147,2020-12-29,"Šarić,Dario",10
1148,2020-12-29,"Galloway,Langston",3
1149,2020-12-29,"Kaminsky,Frank",3
1150,2020-12-29,"Moore,E'Twaun",0
1151,2020-12-29,"Jones,Damian",0
1152,2020-12-29,"Alexander,Ty-Shon",0
1153,2020-12-29,"Porter,Michael",30
1154,2020-12-29,"Jokić,Nikola",26
1155,2020-12-29,"Morris,Monte",24
1156,2020-12-29,"Harris,Gary",11
1157,2020-12-29,"Millsap,Paul",5
1158,2020-12-29,"Barton,Will",7
1159,2020-12-29,"Dozier,PJ",8
1160,2020-12-29,"Campazzo,Facundo",1
1161,2020-12-29,"Hartenstein,Isaiah",3
1162,2020-12-29,"Bol,Bol",0
1163,2020-12-29,"Howard,Markus",0
1164,2020-12-29,"Nnaji,Zeke",0
1165,2020-12-29,"Hampton,R.J.",0
1166,2020-12-29,"Fox,De'Aaron",24
1167,2020-12-29,"Hield,Buddy",12
1168,2020-12-29,"Barnes,Harrison",13
1169,2020-12-29,"Holmes,Richaun",20
1170,2020-12-29,"Bagley,Marvin",18
1171,2020-12-29,"Haliburton,Tyrese",13
1172,2020-12-29,"Joseph,Cory",7
1173,2020-12-29,"Bjelica,Nemanja",12
1174,2020-12-29,"Whiteside,Hassan",6
1175,2020-12-29,"Russell,D'Angelo",22
1176,2020-12-29,"Beasley,Malik",19
1177,2020-12-29,"Rubio,Ricky",17
1178,2020-12-29,"Culver,Jarrett",0
1179,2020-12-29,"Reid,Naz",11
1180,2020-12-29,"Edwards,Anthony",12
1181,2020-12-29,"Hernangómez,Juan",2
1182,2020-12-29,"McLaughlin,Jordan",2
1183,2020-12-29,"Vanderbilt,Jarred",9
1184,2020-12-29,"Layman,Jake",4
1185,2020-12-29,"Davis,Ed",0
1186,2020-12-29,"McDaniels,Jaden",3
1187,2020-12-29,"George,Paul",18
1188,2020-12-29,"Kennard,Luke",15
1189,2020-12-29,"Batum,Nicolas",7
1190,2020-12-29,"Beverley,Patrick",12
1191,2020-12-29,"Ibaka,Serge",16
1192,2020-12-29,"Jackson,Reggie",11
1193,2020-12-29,"Mann,Terance",4
1194,2020-12-29,"Williams,Lou",20
1195,2020-12-29,"Zubac,Ivica",12
1196,2020-12-29,"Coffey,Amir",5
1197,2020-12-29,"Kabengele,Mfiondu",0
1198,2020-12-29,"Oturu,Daniel",4
1199,2020-12-30,"Antetokounmpo,Giannis",26
1200,2020-12-30,"Middleton,Khris",8
1201,2020-12-30,"Holiday,Jrue",13
1202,2020-12-30,"DiVincenzo,Donte",15
1203,2020-12-30,"Lopez,Brook",7
1204,2020-12-30,"Portis,Bobby",11
1205,2020-12-30,"Connaughton,Pat",12
1206,2020-12-30,"Forbes,Bryn",9
1207,2020-12-30,"Augustin,D.J.",3
1208,2020-12-30,"Antetokounmpo,Thanasis",4
1209,2020-12-30,"Herro,Tyler",21
1210,2020-12-30,"Adebayo,Bam",22
1211,2020-12-30,"Bradley,Avery",16
1212,2020-12-30,"Robinson,Duncan",9
1213,2020-12-30,"Iguodala,Andre",0
1214,2020-12-30,"Olynyk,Kelly",15
1215,2020-12-30,"Dragić,Goran",26
1216,2020-12-30,"Vincent,Gabe",7
1217,2020-12-30,"Achiuwa,Precious",0
1218,2020-12-30,"Nunn,Kendrick",3
1219,2020-12-30,"Harkless,Maurice",0
1220,2020-12-30,"Hunter,De'Andre",11
1221,2020-12-30,"Reddish,Cam",20
1222,2020-12-30,"Young,Trae",30
1223,2020-12-30,"Collins,John",30
1224,2020-12-30,"Capela,Clint",7
1225,2020-12-30,"Bogdanović,Bogdan",22
1226,2020-12-30,"Huerter,Kevin",7
1227,2020-12-30,"Hill,Solomon",9
1228,2020-12-30,"Rondo,Rajon",0
1229,2020-12-30,"Fernando,Bruno",0
1230,2020-12-30,"Gallinari,Danilo",5
1231,2020-12-30,"Durant,Kevin",33
1232,2020-12-30,"Irving,Kyrie",25
1233,2020-12-30,"Harris,Joe",23
1234,2020-12-30,"Luwawu-Cabarrot,Timothé",3
1235,2020-12-30,"Jordan,DeAndre",5
1236,2020-12-30,"Allen,Jarrett",15
1237,2020-12-30,"LeVert,Caris",10
1238,2020-12-30,"Prince,Taurean",12
1239,2020-12-30,"Shamet,Landry",14
1240,2020-12-30,"Green,Jeff",5
1241,2020-12-30,"Anderson,Kyle",9
1242,2020-12-30,"Brooks,Dillon",16
1243,2020-12-30,"Valančiūnas,Jonas",20
1244,2020-12-30,"Jones,Tyus",6
1245,2020-12-30,"Allen,Grayson",0
1246,2020-12-30,"Bane,Desmond",16
1247,2020-12-30,"Clarke,Brandon",10
1248,2020-12-30,"Dieng,Gorgui",17
1249,2020-12-30,"Konchar,John",9
1250,2020-12-30,"McDermott,Sean",4
1251,2020-12-30,"Brown,Jaylen",42
1252,2020-12-30,"Smart,Marcus",14
1253,2020-12-30,"Tatum,Jayson",16
1254,2020-12-30,"Teague,Jeff",4
1255,2020-12-30,"Theis,Daniel",12
1256,2020-12-30,"Williams,Robert",6
1257,2020-12-30,"Pritchard,Payton",8
1258,2020-12-30,"Williams,Grant",2
1259,2020-12-30,"Nesmith,Aaron",5
1260,2020-12-30,"Ojeleye,Semi",2
1261,2020-12-30,"Edwards,Carsen",9
1262,2020-12-30,"Waters,Tremont",4
1263,2020-12-30,"Fall,Tacko",2
1264,2020-12-30,"Hayward,Gordon",11
1265,2020-12-30,"Rozier,Terry",18
1266,2020-12-30,"Biyombo,Bismack",9
1267,2020-12-30,"Graham,Devonte'",9
1268,2020-12-30,"Washington,P.J.",11
1269,2020-12-30,"Bridges,Miles",20
1270,2020-12-30,"Ball,LaMelo",22
1271,2020-12-30,"McDaniels,Jalen",10
1272,2020-12-30,"Martin,Caleb",4
1273,2020-12-30,"Martin,Cody",4
1274,2020-12-30,"Carey,Vernon",0
1275,2020-12-30,"Richards,Nick",0
