,Date,Player,Pts
6097,2021-01-30,"Dončić,Luka",29
6098,2021-01-30,"Cauley-Stein,Willie",14
6099,2021-01-30,"Brunson,Jalen",7
6100,2021-01-30,"Johnson,James",6
6101,2021-01-30,"Powell,Dwight",8
6102,2021-01-30,"Burke,Trey",4
6103,2021-01-30,"Grant,Jerami",18
6104,2021-01-30,"Wright,Delon",7
6105,2021-01-30,"Griffin,Blake",5
6106,2021-01-30,"Ellington,Wayne",0
6107,2021-01-30,"Plumlee,Mason",6
6108,2021-01-30,"Jackson,Josh",17
6109,2021-01-30,"Doumbouya,Sekou",5
6110,2021-01-30,"Stewart,Isaiah",8
6111,2021-01-30,"Rose,Derrick",8
6112,2021-01-30,"Bey,Saddiq",2
6113,2021-01-30,"Okafor,Jahlil",2
6114,2021-01-30,"Mykhailiuk,Svi",3
6115,2021-01-30,"Jackson,Frank",2
6116,2021-01-30,"McGruder,Rodney",8
6117,2021-01-30,"Curry,Stephen",28
6118,2021-01-30,"Green,Draymond",4
6119,2021-01-30,"Oubre,Kelly",18
6120,2021-01-30,"Wiggins,Andrew",20
6121,2021-01-30,"Looney,Kevon",6
6122,2021-01-30,"Wanamaker,Brad",7
6123,2021-01-30,"Poole,Jordan",16
6124,2021-01-30,"Lee,Damion",6
6125,2021-01-30,"Wiseman,James",11
6126,2021-01-30,"Bazemore,Kent",0
6127,2021-01-30,"Paschall,Eric",2
6128,2021-01-30,"Mulder,Mychal",0
6129,2021-01-31,"Leonard,Kawhi",28
6130,2021-01-31,"George,Paul",17
6131,2021-01-31,"Jackson,Reggie",18
6132,2021-01-31,"Ibaka,Serge",15
6133,2021-01-31,"Patterson,Patrick",13
6134,2021-01-31,"Morris,Marcus",11
6135,2021-01-31,"Zubac,Ivica",8
6136,2021-01-31,"Williams,Lou",9
6137,2021-01-31,"Mann,Terance",4
6138,2021-01-31,"Kennard,Luke",6
6139,2021-01-31,"Coffey,Amir",0
6140,2021-01-31,"Kabengele,Mfiondu",0
6141,2021-01-31,"Randle,Julius",27
6142,2021-01-31,"Barrett,RJ",23
6143,2021-01-31,"Robinson,Mitchell",9
6144,2021-01-31,"Bullock,Reggie",8
6145,2021-01-31,"Payton,Elfrid",10
6146,2021-01-31,"Quickley,Immanuel",25
6147,2021-01-31,"Burks,Alec",7
6148,2021-01-31,"Gibson,Taj",0
6149,2021-01-31,"Rivers,Austin",4
6150,2021-01-31,"Toppin,Obi",2
6151,2021-01-31,"Bogdanović,Bojan",29
6152,2021-01-31,"Mitchell,Donovan",13
6153,2021-01-31,"Conley,Mike",12
6154,2021-01-31,"O'Neale,Royce",12
6155,2021-01-31,"Gobert,Rudy",12
6156,2021-01-31,"Ingles,Joe",10
6157,2021-01-31,"Clarkson,Jordan",13
6158,2021-01-31,"Favors,Derrick",7
6159,2021-01-31,"Niang,Georges",2
6160,2021-01-31,"Harrison,Shaquille",4
6161,2021-01-31,"Oni,Miye",3
6162,2021-01-31,"Morgan,Juwan",0
6163,2021-01-31,"Brantley,Jarrell",0
6164,2021-01-31,"Barton,Will",18
6165,2021-01-31,"Jokić,Nikola",47
6166,2021-01-31,"Murray,Jamal",16
6167,2021-01-31,"Millsap,Paul",10
6168,2021-01-31,"Harris,Gary",0
6169,2021-01-31,"Morris,Monte",6
6170,2021-01-31,"Green,JaMychal",9
6171,2021-01-31,"Porter,Michael",11
6172,2021-01-31,"Campazzo,Facundo",11
6173,2021-01-31,"Hampton,R.J.",0
6174,2021-01-31,"Howard,Markus",0
6175,2021-01-31,"Nnaji,Zeke",0
6176,2021-01-31,"Čančar,Vlatko",0
6177,2021-01-31,"Bol,Bol",0
6178,2021-01-31,"Simmons,Ben",21
6179,2021-01-31,"Harris,Tobias",27
6180,2021-01-31,"Curry,Seth",9
6181,2021-01-31,"Green,Danny",6
6182,2021-01-31,"Bradley,Tony",2
6183,2021-01-31,"Thybulle,Matisse",8
6184,2021-01-31,"Howard,Dwight",11
6185,2021-01-31,"Korkmaz,Furkan",17
6186,2021-01-31,"Milton,Shake",9
6187,2021-01-31,"Maxey,Tyrese",9
6188,2021-01-31,"Brogdon,Malcolm",25
6189,2021-01-31,"Sabonis,Domantas",21
6190,2021-01-31,"Holiday,Justin",6
6191,2021-01-31,"Lamb,Jeremy",12
6192,2021-01-31,"Turner,Myles",9
6193,2021-01-31,"McConnell,T.J.",9
6194,2021-01-31,"McDermott,Doug",8
6195,2021-01-31,"Holiday,Aaron",17
6196,2021-01-31,"Bitadze,Goga",3
6197,2021-01-31,"Sumner,Edmond",0
6198,2021-01-31,"Vučević,Nikola",15
6199,2021-01-31,"Anthony,Cole",16
6200,2021-01-31,"Fournier,Evan",11
6201,2021-01-31,"Gordon,Aaron",14
6202,2021-01-31,"Ennis,James",8
6203,2021-01-31,"Ross,Terrence",4
6204,2021-01-31,"Birch,Khem",8
6205,2021-01-31,"Clark,Gary",3
6206,2021-01-31,"Bacon,Dwayne",13
6207,2021-01-31,"Bamba,Mohamed",7
6208,2021-01-31,"Bone,Jordan",3
6209,2021-01-31,"Lowry,Kyle",12
6210,2021-01-31,"Siakam,Pascal",30
6211,2021-01-31,"VanVleet,Fred",9
6212,2021-01-31,"Baynes,Aron",8
6213,2021-01-31,"Davis,Terence",12
6214,2021-01-31,"Bembry,DeAndre'",12
6215,2021-01-31,"Watanabe,Yuta",11
6216,2021-01-31,"Boucher,Chris",9
6217,2021-01-31,"Johnson,Stanley",2
6218,2021-01-31,"Watson,Paul",6
6219,2021-01-31,"Flynn,Malachi",4
6220,2021-01-31,"Thomas,Matt",0
6221,2021-01-31,"Irving,Kyrie",26
6222,2021-01-31,"Durant,Kevin",37
6223,2021-01-31,"Brown,Bruce",3
6224,2021-01-31,"Harris,Joe",30
6225,2021-01-31,"Jordan,DeAndre",8
6226,2021-01-31,"Green,Jeff",23
6227,2021-01-31,"Shamet,Landry",11
6228,2021-01-31,"Luwawu-Cabarrot,Timothé",8
6229,2021-01-31,"Perry,Reggie",0
6230,2021-01-31,"Johnson,Tyler",0
6231,2021-01-31,"Beal,Bradley",37
6232,2021-01-31,"Westbrook,Russell",41
6233,2021-01-31,"Hachimura,Rui",9
6234,2021-01-31,"Lopez,Robin",10
6235,2021-01-31,"Avdija,Deni",2
6236,2021-01-31,"Bertāns,Dāvis",11
6237,2021-01-31,"Mathews,Garrison",7
6238,2021-01-31,"Smith,Ish",13
6239,2021-01-31,"Wagner,Moritz",17
6240,2021-01-31,"Len,Alex",2
6241,2021-01-31,"Bonga,Isaac",0
6242,2021-01-31,"Drummond,Andre",25
6243,2021-01-31,"Okoro,Isaac",13
6244,2021-01-31,"Nance,Larry",2
6245,2021-01-31,"Sexton,Collin",16
6246,2021-01-31,"Garland,Darius",17
6247,2021-01-31,"Osman,Cedi",9
6248,2021-01-31,"Prince,Taurean",4
6249,2021-01-31,"Allen,Jarrett",10
6250,2021-01-31,"Windler,Dylan",0
6251,2021-01-31,"Dotson,Damyean",8
6252,2021-01-31,"Russell,D'Angelo",19
6253,2021-01-31,"Edwards,Anthony",23
6254,2021-01-31,"Beasley,Malik",23
6255,2021-01-31,"Okogie,Josh",5
6256,2021-01-31,"Davis,Ed",0
6257,2021-01-31,"Vanderbilt,Jarred",7
6258,2021-01-31,"Rubio,Ricky",8
6259,2021-01-31,"McDaniels,Jaden",3
6260,2021-01-31,"Layman,Jake",8
6261,2021-01-31,"Nowell,Jaylen",13
6262,2021-02-01,"James,LeBron",21
6263,2021-02-01,"Davis,Anthony",25
6264,2021-02-01,"Schröder,Dennis",16
6265,2021-02-01,"Caldwell-Pope,Kentavious",11
6266,2021-02-01,"Gasol,Marc",2
6267,2021-02-01,"Harrell,Montrezl",19
6268,2021-02-01,"Caruso,Alex",8
6269,2021-02-01,"Kuzma,Kyle",5
6270,2021-02-01,"Horton-Tucker,Talen",0
6271,2021-02-01,"Huerter,Kevin",10
6272,2021-02-01,"Young,Trae",25
6273,2021-02-01,"Collins,John",22
6274,2021-02-01,"Capela,Clint",16
6275,2021-02-01,"Reddish,Cam",6
6276,2021-02-01,"Hill,Solomon",6
6277,2021-02-01,"Gallinari,Danilo",6
6278,2021-02-01,"Rondo,Rajon",5
6279,2021-02-01,"Fernando,Bruno",3
6280,2021-02-01,"Hayward,Gordon",19
6281,2021-02-01,"Graham,Devonte'",24
6282,2021-02-01,"Zeller,Cody",19
6283,2021-02-01,"Ball,LaMelo",14
6284,2021-02-01,"Washington,P.J.",6
6285,2021-02-01,"Monk,Malik",36
6286,2021-02-01,"Bridges,Miles",7
6287,2021-02-01,"Martin,Caleb",4
6288,2021-02-01,"Adebayo,Bam",23
6289,2021-02-01,"Butler,Jimmy",25
6290,2021-02-01,"Herro,Tyler",11
6291,2021-02-01,"Robinson,Duncan",16
6292,2021-02-01,"Olynyk,Kelly",11
6293,2021-02-01,"Iguodala,Andre",9
6294,2021-02-01,"Dragić,Goran",3
6295,2021-02-01,"Bradley,Avery",0
6296,2021-02-01,"Strus,Max",19
6297,2021-02-01,"Achiuwa,Precious",4
6298,2021-02-01,"Randle,Julius",23
6299,2021-02-01,"Barrett,RJ",14
6300,2021-02-01,"Bullock,Reggie",4
6301,2021-02-01,"Robinson,Mitchell",9
6302,2021-02-01,"Payton,Elfrid",5
6303,2021-02-01,"Quickley,Immanuel",16
6304,2021-02-01,"Burks,Alec",18
6305,2021-02-01,"Noel,Nerlens",8
6306,2021-02-01,"Rivers,Austin",1
6307,2021-02-01,"Toppin,Obi",4
6308,2021-02-01,"White,Coby",13
6309,2021-02-01,"Markkanen,Lauri",30
6310,2021-02-01,"LaVine,Zach",21
6311,2021-02-01,"Williams,Patrick",10
6312,2021-02-01,"Gafford,Daniel",12
6313,2021-02-01,"Young,Thaddeus",13
6314,2021-02-01,"Temple,Garrett",6
6315,2021-02-01,"Porter,Otto",3
6316,2021-02-01,"Satoranský,Tomáš",0
6317,2021-02-01,"Valentine,Denzel",2
6318,2021-02-01,"Hutchison,Chandler",0
6319,2021-02-01,"Beasley,Malik",10
6320,2021-02-01,"Edwards,Anthony",13
6321,2021-02-01,"Russell,D'Angelo",18
6322,2021-02-01,"Okogie,Josh",3
6323,2021-02-01,"Davis,Ed",8
6324,2021-02-01,"McDaniels,Jaden",11
6325,2021-02-01,"Rubio,Ricky",2
6326,2021-02-01,"Vanderbilt,Jarred",4
6327,2021-02-01,"Nowell,Jaylen",12
6328,2021-02-01,"Layman,Jake",5
6329,2021-02-01,"Reid,Naz",12
6330,2021-02-01,"Sexton,Collin",26
6331,2021-02-01,"Garland,Darius",19
6332,2021-02-01,"Allen,Jarrett",23
6333,2021-02-01,"Okoro,Isaac",4
6334,2021-02-01,"Prince,Taurean",8
6335,2021-02-01,"Osman,Cedi",10
6336,2021-02-01,"Stevens,Lamar",5
6337,2021-02-01,"McGee,JaVale",0
6338,2021-02-01,"Dotson,Damyean",5
6339,2021-02-01,"Windler,Dylan",0
6340,2021-02-01,"Little,Nassir",30
6341,2021-02-01,"Trent,Gary",8
6342,2021-02-01,"Covington,Robert",5
6343,2021-02-01,"Lillard,Damian",19
6344,2021-02-01,"Kanter,Enes",10
6345,2021-02-01,"Simons,Anfernee",15
6346,2021-02-01,"Anthony,Carmelo",4
6347,2021-02-01,"Giles,Harry",5
6348,2021-02-01,"Hood,Rodney",5
6349,2021-02-01,"Elleby,CJ",5
6350,2021-02-01,"Blevins,Keljin",0
6351,2021-02-01,"Holiday,Jrue",22
6352,2021-02-01,"Antetokounmpo,Giannis",18
6353,2021-02-01,"Middleton,Khris",17
6354,2021-02-01,"DiVincenzo,Donte",6
6355,2021-02-01,"Lopez,Brook",7
6356,2021-02-01,"Portis,Bobby",21
6357,2021-02-01,"Forbes,Bryn",13
6358,2021-02-01,"Augustin,D.J.",13
6359,2021-02-01,"Connaughton,Pat",7
6360,2021-02-01,"Craig,Torrey",0
6361,2021-02-01,"Nwora,Jordan",3
6362,2021-02-01,"Merrill,Sam",0
6363,2021-02-01,"Wilson,D.J.",5
6364,2021-02-01,"Antetokounmpo,Thanasis",2
6365,2021-02-01,"Barnes,Harrison",24
6366,2021-02-01,"Fox,De'Aaron",38
6367,2021-02-01,"Hield,Buddy",16
6368,2021-02-01,"Holmes,Richaun",17
6369,2021-02-01,"Bagley,Marvin",10
6370,2021-02-01,"Haliburton,Tyrese",5
6371,2021-02-01,"Whiteside,Hassan",5
6372,2021-02-01,"Joseph,Cory",3
6373,2021-02-01,"Guy,Kyle",0
6374,2021-02-01,"Metu,Chimezie",0
6375,2021-02-01,"Bledsoe,Eric",14
6376,2021-02-01,"Ingram,Brandon",20
6377,2021-02-01,"Ball,Lonzo",14
6378,2021-02-01,"Williamson,Zion",17
6379,2021-02-01,"Hayes,Jaxson",7
6380,2021-02-01,"Hart,Josh",15
6381,2021-02-01,"Hernangómez,Willy",13
6382,2021-02-01,"Alexander-Walker,Nickeil",7
6383,2021-02-01,"Lewis,Kira",2
6384,2021-02-01,"Tucker,P.J.",6
6385,2021-02-01,"Wood,Christian",18
6386,2021-02-01,"Oladipo,Victor",15
6387,2021-02-01,"Tate,Jae'Sean",11
6388,2021-02-01,"Wall,John",18
6389,2021-02-01,"House,Danuel",13
6390,2021-02-01,"Gordon,Eric",25
6391,2021-02-01,"Cousins,DeMarcus",17
6392,2021-02-01,"Brown,Sterling",0
6393,2021-02-01,"McLemore,Ben",8
6394,2021-02-01,"Jones,Mason",5
6395,2021-02-01,"Kurucs,Rodions",0
6396,2021-02-01,"Bazley,Darius",15
6397,2021-02-01,"Gilgeous-Alexander,Shai",19
6398,2021-02-01,"Maledon,Théo",11
6399,2021-02-01,"Horford,Al",12
6400,2021-02-01,"Dort,Luguentz",7
6401,2021-02-01,"Williams,Kenrich",7
6402,2021-02-01,"Pokusevski,Aleksej",2
6403,2021-02-01,"Diallo,Hamidou",15
6404,2021-02-01,"Muscala,Mike",6
6405,2021-02-01,"Roby,Isaiah",2
6406,2021-02-01,"Jackson,Justin",10
6407,2021-02-01,"Hall,Josh",0
6408,2021-02-01,"Brown,Moses",0
6409,2021-02-01,"Bridges,Mikal",10
6410,2021-02-01,"Paul,Chris",34
6411,2021-02-01,"Johnson,Cameron",10
6412,2021-02-01,"Ayton,Deandre",10
6413,2021-02-01,"Booker,Devin",24
6414,2021-02-01,"Galloway,Langston",6
6415,2021-02-01,"Crowder,Jae",2
6416,2021-02-01,"Kaminsky,Frank",11
6417,2021-02-01,"Moore,E'Twaun",2
6418,2021-02-01,"Dončić,Luka",25
6419,2021-02-01,"Finney-Smith,Dorian",5
6420,2021-02-01,"Richardson,Josh",24
6421,2021-02-01,"Porziņģis,Kristaps",19
6422,2021-02-01,"Kleber,Maxi",2
6423,2021-02-01,"Hardaway,Tim",18
6424,2021-02-01,"Brunson,Jalen",11
6425,2021-02-01,"Cauley-Stein,Willie",4
6426,2021-02-01,"Johnson,James",0
6427,2021-02-01,"Burke,Trey",0
6428,2021-02-01,"Anderson,Kyle",17
6429,2021-02-01,"Tillman,Xavier",10
6430,2021-02-01,"Brooks,Dillon",13
6431,2021-02-01,"Clarke,Brandon",18
6432,2021-02-01,"Morant,Ja",13
6433,2021-02-01,"Jones,Tyus",11
6434,2021-02-01,"Melton,De'Anthony",17
6435,2021-02-01,"Bane,Desmond",10
6436,2021-02-01,"Dieng,Gorgui",19
6437,2021-02-01,"Konchar,John",5
6438,2021-02-01,"Johnson,Keldon",25
6439,2021-02-01,"DeRozan,DeMar",14
6440,2021-02-01,"Murray,Dejounte",6
6441,2021-02-01,"Aldridge,LaMarcus",12
6442,2021-02-01,"Walker,Lonnie",4
6443,2021-02-01,"Mills,Patty",11
6444,2021-02-01,"White,Derrick",5
6445,2021-02-01,"Poeltl,Jakob",6
6446,2021-02-01,"Gay,Rudy",6
6447,2021-02-01,"Vassell,Devin",3
6448,2021-02-01,"Lyles,Trey",4
6449,2021-02-01,"Eubanks,Drew",4
6450,2021-02-01,"Bates-Diop,Keita",2
6451,2021-02-01,"Weatherspoon,Quinndary",0
6452,2021-02-02,"VanVleet,Fred",54
6453,2021-02-02,"Siakam,Pascal",12
6454,2021-02-02,"Lowry,Kyle",14
6455,2021-02-02,"Baynes,Aron",4
6456,2021-02-02,"Powell,Norman",23
6457,2021-02-02,"Bembry,DeAndre'",4
6458,2021-02-02,"Boucher,Chris",7
6459,2021-02-02,"Watanabe,Yuta",2
6460,2021-02-02,"Davis,Terence",0
6461,2021-02-02,"Johnson,Stanley",0
6462,2021-02-02,"Watson,Paul",3
6463,2021-02-02,"Flynn,Malachi",0
6464,2021-02-02,"Thomas,Matt",0
6465,2021-02-02,"Vučević,Nikola",21
6466,2021-02-02,"Anthony,Cole",16
6467,2021-02-02,"Fournier,Evan",21
6468,2021-02-02,"Clark,Gary",3
6469,2021-02-02,"Ennis,James",10
6470,2021-02-02,"Ross,Terrence",3
6471,2021-02-02,"Bacon,Dwayne",15
6472,2021-02-02,"Okeke,Chuma",10
6473,2021-02-02,"Bone,Jordan",3
6474,2021-02-02,"Birch,Khem",6
6475,2021-02-02,"Bamba,Mohamed",0
6476,2021-02-02,"Leonard,Kawhi",33
6477,2021-02-02,"Batum,Nicolas",21
6478,2021-02-02,"George,Paul",26
6479,2021-02-02,"Jackson,Reggie",9
6480,2021-02-02,"Ibaka,Serge",9
6481,2021-02-02,"Morris,Marcus",16
6482,2021-02-02,"Williams,Lou",4
6483,2021-02-02,"Zubac,Ivica",2
6484,2021-02-02,"Kennard,Luke",0
6485,2021-02-02,"Harden,James",23
6486,2021-02-02,"Durant,Kevin",28
6487,2021-02-02,"Irving,Kyrie",39
6488,2021-02-02,"Harris,Joe",13
6489,2021-02-02,"Green,Jeff",7
6490,2021-02-02,"Jordan,DeAndre",7
6491,2021-02-02,"Brown,Bruce",0
6492,2021-02-02,"Luwawu-Cabarrot,Timothé",3
6493,2021-02-02,"Shamet,Landry",4
6494,2021-02-02,"Morant,Ja",10
6495,2021-02-02,"Brooks,Dillon",25
6496,2021-02-02,"Clarke,Brandon",9
6497,2021-02-02,"Tillman,Xavier",12
6498,2021-02-02,"Anderson,Kyle",6
6499,2021-02-02,"Bane,Desmond",16
6500,2021-02-02,"Dieng,Gorgui",5
6501,2021-02-02,"Melton,De'Anthony",12
6502,2021-02-02,"Jones,Tyus",12
6503,2021-02-02,"Konchar,John",9
6504,2021-02-02,"Sabonis,Domantas",32
6505,2021-02-02,"Turner,Myles",22
6506,2021-02-02,"Holiday,Justin",10
6507,2021-02-02,"Brogdon,Malcolm",23
6508,2021-02-02,"Lamb,Jeremy",19
6509,2021-02-02,"McConnell,T.J.",6
6510,2021-02-02,"McDermott,Doug",11
6511,2021-02-02,"Holiday,Aaron",6
6512,2021-02-02,"Bitadze,Goga",3
6513,2021-02-02,"Sampson,JaKarr",2
6514,2021-02-02,"Martin,Kelan",0
6515,2021-02-02,"Sumner,Edmond",0
6516,2021-02-02,"Trent,Gary",26
6517,2021-02-02,"Lillard,Damian",32
6518,2021-02-02,"Covington,Robert",19
6519,2021-02-02,"Kanter,Enes",14
6520,2021-02-02,"Hood,Rodney",15
6521,2021-02-02,"Anthony,Carmelo",21
6522,2021-02-02,"Simons,Anfernee",3
6523,2021-02-02,"Giles,Harry",2
6524,2021-02-02,"Blevins,Keljin",0
6525,2021-02-02,"Elleby,CJ",0
6526,2021-02-02,"Beal,Bradley",37
6527,2021-02-02,"Hachimura,Rui",24
6528,2021-02-02,"Westbrook,Russell",17
6529,2021-02-02,"Avdija,Deni",13
6530,2021-02-02,"Lopez,Robin",2
6531,2021-02-02,"Bertāns,Dāvis",6
6532,2021-02-02,"Smith,Ish",3
6533,2021-02-02,"Wagner,Moritz",6
6534,2021-02-02,"Mathews,Garrison",11
6535,2021-02-02,"Len,Alex",2
6536,2021-02-02,"Winston,Cassius",0
6537,2021-02-02,"Bonga,Isaac",0
6538,2021-02-02,"Tatum,Jayson",27
6539,2021-02-02,"Brown,Jaylen",18
6540,2021-02-02,"Walker,Kemba",19
6541,2021-02-02,"Theis,Daniel",8
6542,2021-02-02,"Thompson,Tristan",13
6543,2021-02-02,"Williams,Grant",15
6544,2021-02-02,"Green,Javonte",2
6545,2021-02-02,"Teague,Jeff",9
6546,2021-02-02,"Ojeleye,Semi",0
6547,2021-02-02,"Williams,Robert",0
6548,2021-02-02,"Wiggins,Andrew",15
6549,2021-02-02,"Curry,Stephen",38
6550,2021-02-02,"Green,Draymond",2
6551,2021-02-02,"Oubre,Kelly",12
6552,2021-02-02,"Looney,Kevon",4
6553,2021-02-02,"Toscano-Anderson,Juan",16
6554,2021-02-02,"Bazemore,Kent",10
6555,2021-02-02,"Lee,Damion",2
6556,2021-02-02,"Paschall,Eric",5
6557,2021-02-02,"Wanamaker,Brad",3
6558,2021-02-02,"Mulder,Mychal",0
6559,2021-02-02,"Grant,Jerami",27
6560,2021-02-02,"Wright,Delon",8
6561,2021-02-02,"Griffin,Blake",11
6562,2021-02-02,"Plumlee,Mason",17
6563,2021-02-02,"Ellington,Wayne",3
6564,2021-02-02,"Jackson,Josh",22
6565,2021-02-02,"Stewart,Isaiah",4
6566,2021-02-02,"McGruder,Rodney",5
6567,2021-02-02,"Doumbouya,Sekou",0
6568,2021-02-02,"Bey,Saddiq",5
6569,2021-02-02,"Mykhailiuk,Svi",3
6570,2021-02-02,"Mitchell,Donovan",32
6571,2021-02-02,"O'Neale,Royce",12
6572,2021-02-02,"Bogdanović,Bojan",18
6573,2021-02-02,"Conley,Mike",20
6574,2021-02-02,"Gobert,Rudy",9
6575,2021-02-02,"Ingles,Joe",5
6576,2021-02-02,"Clarkson,Jordan",12
6577,2021-02-02,"Favors,Derrick",6
6578,2021-02-02,"Niang,Georges",3
6579,2021-02-03,"Harris,Tobias",26
6580,2021-02-03,"Simmons,Ben",15
6581,2021-02-03,"Embiid,Joel",34
6582,2021-02-03,"Green,Danny",16
6583,2021-02-03,"Curry,Seth",0
6584,2021-02-03,"Thybulle,Matisse",5
6585,2021-02-03,"Milton,Shake",13
6586,2021-02-03,"Korkmaz,Furkan",4
6587,2021-02-03,"Howard,Dwight",5
6588,2021-02-03,"Maxey,Tyrese",0
6589,2021-02-03,"Graham,Devonte'",18
6590,2021-02-03,"Ball,LaMelo",22
6591,2021-02-03,"Hayward,Gordon",22
6592,2021-02-03,"Bridges,Miles",16
6593,2021-02-03,"Zeller,Cody",9
6594,2021-02-03,"Monk,Malik",13
6595,2021-02-03,"Martin,Caleb",9
6596,2021-02-03,"Biyombo,Bismack",2
6597,2021-02-03,"Martin,Cody",0
6598,2021-02-03,"Sabonis,Domantas",33
6599,2021-02-03,"Brogdon,Malcolm",12
6600,2021-02-03,"Holiday,Justin",15
6601,2021-02-03,"Turner,Myles",3
6602,2021-02-03,"Lamb,Jeremy",2
6603,2021-02-03,"McDermott,Doug",13
6604,2021-02-03,"McConnell,T.J.",6
6605,2021-02-03,"Holiday,Aaron",11
6606,2021-02-03,"Bitadze,Goga",6
6607,2021-02-03,"Sumner,Edmond",2
6608,2021-02-03,"Martin,Kelan",4
6609,2021-02-03,"Sampson,JaKarr",3
6610,2021-02-03,"Antetokounmpo,Giannis",21
6611,2021-02-03,"Holiday,Jrue",11
6612,2021-02-03,"Middleton,Khris",12
6613,2021-02-03,"Lopez,Brook",11
6614,2021-02-03,"DiVincenzo,Donte",16
6615,2021-02-03,"Forbes,Bryn",20
6616,2021-02-03,"Augustin,D.J.",6
6617,2021-02-03,"Portis,Bobby",18
6618,2021-02-03,"Craig,Torrey",8
6619,2021-02-03,"Connaughton,Pat",3
6620,2021-02-03,"Wilson,D.J.",2
6621,2021-02-03,"Antetokounmpo,Thanasis",2
6622,2021-02-03,"Adams,Jaylen",0
6623,2021-02-03,"Dončić,Luka",27
6624,2021-02-03,"Richardson,Josh",14
6625,2021-02-03,"Porziņģis,Kristaps",24
6626,2021-02-03,"Kleber,Maxi",8
6627,2021-02-03,"Finney-Smith,Dorian",13
6628,2021-02-03,"Hardaway,Tim",22
6629,2021-02-03,"Brunson,Jalen",12
6630,2021-02-03,"Cauley-Stein,Willie",2
6631,2021-02-03,"Burke,Trey",0
6632,2021-02-03,"Johnson,James",0
6633,2021-02-03,"Collins,John",35
6634,2021-02-03,"Huerter,Kevin",21
6635,2021-02-03,"Young,Trae",21
6636,2021-02-03,"Capela,Clint",10
6637,2021-02-03,"Reddish,Cam",2
6638,2021-02-03,"Hill,Solomon",0
6639,2021-02-03,"Gallinari,Danilo",19
6640,2021-02-03,"Snell,Tony",8
6641,2021-02-03,"Rondo,Rajon",0
6642,2021-02-03,"Goodwin,Brandon",0
6643,2021-02-03,"Randle,Julius",27
6644,2021-02-03,"Payton,Elfrid",20
6645,2021-02-03,"Barrett,RJ",17
6646,2021-02-03,"Robinson,Mitchell",8
6647,2021-02-03,"Bullock,Reggie",9
6648,2021-02-03,"Noel,Nerlens",4
6649,2021-02-03,"Burks,Alec",3
6650,2021-02-03,"Rivers,Austin",5
6651,2021-02-03,"Quickley,Immanuel",9
6652,2021-02-03,"Toppin,Obi",5
6653,2021-02-03,"LaVine,Zach",24
6654,2021-02-03,"Markkanen,Lauri",9
6655,2021-02-03,"White,Coby",13
6656,2021-02-03,"Williams,Patrick",12
6657,2021-02-03,"Gafford,Daniel",4
6658,2021-02-03,"Young,Thaddeus",19
6659,2021-02-03,"Temple,Garrett",3
6660,2021-02-03,"Valentine,Denzel",13
6661,2021-02-03,"Satoranský,Tomáš",6
6662,2021-02-03,"George,Paul",36
6663,2021-02-03,"Leonard,Kawhi",24
6664,2021-02-03,"Batum,Nicolas",7
6665,2021-02-03,"Jackson,Reggie",0
6666,2021-02-03,"Ibaka,Serge",14
6667,2021-02-03,"Zubac,Ivica",10
6668,2021-02-03,"Morris,Marcus",3
6669,2021-02-03,"Williams,Lou",15
6670,2021-02-03,"Kennard,Luke",9
6671,2021-02-03,"Mann,Terance",3
6672,2021-02-03,"Kabengele,Mfiondu",0
6673,2021-02-03,"Coffey,Amir",0
6674,2021-02-03,"Sexton,Collin",27
6675,2021-02-03,"Garland,Darius",23
6676,2021-02-03,"Prince,Taurean",7
6677,2021-02-03,"Okoro,Isaac",2
6678,2021-02-03,"Drummond,Andre",13
6679,2021-02-03,"Allen,Jarrett",7
6680,2021-02-03,"Stevens,Lamar",7
6681,2021-02-03,"Windler,Dylan",4
6682,2021-02-03,"Osman,Cedi",9
6683,2021-02-03,"Wade,Dean",0
6684,2021-02-03,"Beal,Bradley",32
6685,2021-02-03,"Hachimura,Rui",11
6686,2021-02-03,"Avdija,Deni",13
6687,2021-02-03,"Smith,Ish",0
6688,2021-02-03,"Lopez,Robin",9
6689,2021-02-03,"Len,Alex",10
6690,2021-02-03,"Bertāns,Dāvis",11
6691,2021-02-03,"Brown,Troy",9
6692,2021-02-03,"Mathews,Garrison",8
6693,2021-02-03,"Butler,Jimmy",19
6694,2021-02-03,"Adebayo,Bam",17
6695,2021-02-03,"Herro,Tyler",20
6696,2021-02-03,"Robinson,Duncan",9
6697,2021-02-03,"Olynyk,Kelly",8
6698,2021-02-03,"Dragić,Goran",10
6699,2021-02-03,"Iguodala,Andre",3
6700,2021-02-03,"Bradley,Avery",7
6701,2021-02-03,"Achiuwa,Precious",7
6702,2021-02-03,"Strus,Max",0
6703,2021-02-03,"Oladipo,Victor",19
6704,2021-02-03,"Tate,Jae'Sean",6
6705,2021-02-03,"Gordon,Eric",22
6706,2021-02-03,"Tucker,P.J.",0
6707,2021-02-03,"Wood,Christian",8
6708,2021-02-03,"Cousins,DeMarcus",10
6709,2021-02-03,"House,Danuel",2
6710,2021-02-03,"Brown,Sterling",11
6711,2021-02-03,"McLemore,Ben",2
6712,2021-02-03,"Jones,Mason",4
6713,2021-02-03,"Kurucs,Rodions",3
6714,2021-02-03,"Maledon,Théo",6
